Gene stable ID,Gene start (bp),Gene end (bp),Gene name
ENSG00000168394,32845209,32853978,TAP1
ENSG00000112796,46159185,46170980,ENPP5
ENSG00000240065,32844136,32859851,PSMB9
ENSG00000111860,118460772,118710075,CEP85L
ENSG00000198523,118548296,118561716,PLN
ENSG00000137337,30699807,30717447,MDC1
ENSG00000124786,8411463,8435611,SLC35B3
ENSG00000184786,169740109,169751587,TCTE3
ENSG00000198315,28141883,28159460,ZKSCAN8
ENSG00000186470,26365159,26378320,BTN3A2
ENSG00000130338,158232236,158511828,TULP4
ENSG00000112183,17281361,17293871,RBM24
ENSG00000080546,108986437,109094819,SESN1
ENSG00000168116,57046532,57055239,KIAA1586
ENSG00000024862,138773509,138793319,CCDC28A
ENSG00000146223,42879618,42889925,RPL7L1
ENSG00000279968,138725211,138773652,GVQW2
ENSG00000053328,110245928,110358272,METTL24
ENSG00000168438,110180141,110254275,CDC40
ENSG00000178199,149446795,149485061,ZC3H12D
ENSG00000258388,32153845,32171978,PPT2-EGFL8
ENSG00000221988,32153441,32163678,PPT2
ENSG00000221821,42890265,42890821,C6orf226
ENSG00000204252,33004182,33009591,HLA-DOA
ENSG00000124678,35118071,35148610,TCP11
ENSG00000234745,31269491,31357188,HLA-B
ENSG00000285085,32150495,32154373,AL662884.4
ENSG00000171611,42915989,42925835,PTCRA
ENSG00000204314,32148359,32153083,PRRT1
ENSG00000153291,46652915,46678190,SLC25A27
ENSG00000241404,32164595,32168281,EGFL8
ENSG00000137161,42929192,42939287,CNPY3
ENSG00000204642,29722775,29738528,HLA-F
ENSG00000180113,46687875,46704319,TDRD6
ENSG00000204310,32168212,32178096,AGPAT1
ENSG00000146070,46704201,46735693,PLA2G7
ENSG00000124508,26383096,26394874,BTN2A2
ENSG00000093134,132722787,132734765,VNN3
ENSG00000249853,114055586,114343045,HS3ST5
ENSG00000196591,113933028,114011308,HDAC2
ENSG00000223865,33075990,33089696,HLA-DPB1
ENSG00000203797,110391771,110415575,DDO
ENSG00000231389,33064569,33080775,HLA-DPA1
ENSG00000146350,121079494,121334745,TBC1D32
ENSG00000091831,151656691,152129619,ESR1
ENSG00000204525,31268749,31272130,HLA-C
ENSG00000130396,167826922,167972023,AFDN
ENSG00000203734,138795926,138904070,ECT2L
ENSG00000131018,152121684,152637801,SYNE1
ENSG00000135597,138903493,138988261,REPS1
ENSG00000124713,42960754,42963880,GNMT
ENSG00000124587,42963865,42979181,PEX6
ENSG00000131013,149504733,149546038,PPIL4
ENSG00000170927,51615300,52087625,PKHD1
ENSG00000004809,110424687,110476641,SLC22A16
ENSG00000168994,3722614,3752026,PXDC1
ENSG00000124491,6144085,6321013,F13A1
ENSG00000204574,30571393,30597179,ABCF1
ENSG00000112210,57186992,57222307,RAB23
ENSG00000112208,57172326,57189833,BAG2
ENSG00000112200,57086844,57170305,ZNF451
ENSG00000204520,31399784,31415315,MICA
ENSG00000135297,73461578,73509236,MTO1
ENSG00000049618,156776020,157210779,ARID1B
ENSG00000204516,31494881,31511124,MICB
ENSG00000230062,46746917,46759506,ANKRD66
ENSG00000026950,26402237,26415208,BTN3A1
ENSG00000112799,6588108,6654983,LY86
ENSG00000079689,25652201,25701783,SCGN
ENSG00000093144,127288712,127343609,ECHDC1
ENSG00000145945,3849373,3851320,FAM50B
ENSG00000112186,17393505,17557790,CAP2
ENSG00000213760,31544462,31548427,ATP6V1G2
ENSG00000198563,31530219,31542448,DDX39B
ENSG00000112303,132743870,132763459,VNN2
ENSG00000164508,25726132,25726527,HIST1H2AA
ENSG00000146047,25726777,25727292,HIST1H2BA
ENSG00000112679,291630,351355,DUSP22
ENSG00000204351,31959117,31969751,SKIV2L
ENSG00000146039,25754699,25781191,SLC17A4
ENSG00000155111,110609978,110815958,CDK19
ENSG00000204511,31528962,31530232,MCCD1
ENSG00000135333,93240020,93419559,EPHA7
ENSG00000254870,31530219,31546608,ATP6V1G2-DDX39B
ENSG00000204498,31546870,31558829,NFKBIL1
ENSG00000206503,29941260,29945884,HLA-A
ENSG00000204356,31952087,31959038,NELFE
ENSG00000112818,46793389,46839782,MEP1A
ENSG00000069122,46852522,46954943,ADGRF5
ENSG00000152661,121435595,121449727,GJA1
ENSG00000066379,30058899,30064909,ZNRD1
ENSG00000112115,52186375,52190638,IL17A
ENSG00000112116,52236681,52244537,IL17F
ENSG00000085382,104728094,104859919,HACE1
ENSG00000204632,29826967,29831125,HLA-G
ENSG00000025156,122399546,122433119,HSF2
ENSG00000124568,25782897,25832059,SLC17A1
ENSG00000111897,122443351,122471807,SERINC1
ENSG00000172469,95577535,95609452,MANEA
ENSG00000137414,17600302,17611715,FAM8A1
ENSG00000135549,122471917,122726373,PKIB
ENSG00000153292,46997708,47042350,ADGRF1
ENSG00000055211,149566294,149591748,GINM1
ENSG00000186625,149594873,149648972,KATNA1
ENSG00000014123,96521595,96555276,UFL1
ENSG00000172461,96015974,96215612,FUT9
ENSG00000183137,109095110,109163932,CEP57L1
ENSG00000146197,35213956,35253079,SCUBE3
ENSG00000198945,130013699,130141451,L3MBTL3
ENSG00000112118,52264009,52284881,MCM3
ENSG00000124782,7107597,7251980,RREB1
ENSG00000112214,96562548,96616636,FHL5
ENSG00000185689,4079206,4130951,C6orf201
ENSG00000215712,157289386,157323601,TMEM242
ENSG00000198721,4115689,4135597,ECI2
ENSG00000164483,130144315,130365425,SAMD3
ENSG00000124789,17615035,17706834,NUP153
ENSG00000156508,73515750,73523797,EEF1A1
ENSG00000204569,30600413,30618612,PPP1R10
ENSG00000161896,33721662,33746905,IP6K3
ENSG00000175048,157381133,157678157,ZDHHC14
ENSG00000204248,33162681,33192499,COL11A2
ENSG00000146072,47231532,47309905,TNFRSF21
ENSG00000204568,30617840,30626395,MRPS18B
ENSG00000145975,4049434,4087344,FAM217A
ENSG00000112739,4021267,4064983,PRPF4B
ENSG00000026652,161129967,161274061,AGPAT4
ENSG00000125337,167996241,168045095,KIF25
ENSG00000170915,52361421,52407777,PAQR8
ENSG00000131023,149658153,149718105,LATS1
ENSG00000065308,52497408,52577060,TRAM2
ENSG00000096093,52362123,52529886,EFHC1
ENSG00000214338,127472794,127519191,SOGA3
ENSG00000198087,47477789,47627263,CD2AP
ENSG00000189367,127438406,127459389,KIAA0408
ENSG00000124564,25833066,25882286,SLC17A3
ENSG00000255330,127438406,127519001,AL096711.2
ENSG00000112759,44219505,44234151,SLC29A1
ENSG00000119899,73593379,73653992,SLC17A5
ENSG00000203722,149916878,149923121,RAET1G
ENSG00000120256,149818798,149864026,LRP11
ENSG00000120253,149724315,149749665,NUP43
ENSG00000164520,149883375,149898102,RAET1E
ENSG00000285991,149817937,149896011,AL355312.6
ENSG00000120265,149749443,149811420,PCMT1
ENSG00000065029,35258909,35295985,ZNF76
ENSG00000146143,57314805,57646850,PRIM2
ENSG00000146409,132769370,132813339,SLC18B1
ENSG00000153294,47685864,47722021,ADGRF4
ENSG00000112306,132814569,132817564,RPS12
ENSG00000164393,47656436,47697797,ADGRF2
ENSG00000112530,162727132,163315492,PACRG
ENSG00000185345,161347417,162727771,PRKN
ENSG00000123505,110874770,110895713,AMD1
ENSG00000187772,104936616,105083332,LIN28B
ENSG00000112473,33200445,33204439,SLC39A7
ENSG00000204231,33193588,33200688,RXRB
ENSG00000124818,47781982,47832780,OPN5
ENSG00000124783,7268306,7347446,SSR1
ENSG00000156535,73695785,73828316,CD109
ENSG00000130340,157700387,157945077,SNX9
ENSG00000164304,7326656,7389742,CAGE1
ENSG00000111816,115931149,116060891,FRK
ENSG00000123500,116118909,116158747,COL10A1
ENSG00000155115,110958706,110967890,GTF3C6
ENSG00000161904,33771202,33789130,LEMD2
ENSG00000178425,116100851,116249497,NT5DC1
ENSG00000023892,35297818,35321771,DEF6
ENSG00000244694,47878028,48068689,PTCHD4
ENSG00000187189,116249961,116254140,TSPYL4
ENSG00000164434,122779716,122784074,FABP7
ENSG00000132429,105157900,105180014,POPDC3
ENSG00000112276,105096822,105137157,BVES
ENSG00000111817,116254173,116444860,DSE
ENSG00000112033,35342558,35428191,PPARD
ENSG00000189241,116267760,116279903,TSPYL1
ENSG00000285446,116399395,116463696,Z84488.2
ENSG00000188820,116461370,116463771,CALHM6
ENSG00000184530,127519455,127591820,C6orf58
ENSG00000204308,32178405,32180793,RNF5
ENSG00000096395,33794673,33804003,MLN
ENSG00000204228,33204655,33206831,HSD17B8
ENSG00000112039,35452356,35467103,FANCE
ENSG00000112218,96794125,96837477,GPR63
ENSG00000111801,26440472,26453415,BTN3A3
ENSG00000172673,127708072,127918631,THEMIS
ENSG00000178033,116511639,116524788,CALHM5
ENSG00000173626,116494989,116545610,TRAPPC3L
ENSG00000164451,116529013,116558868,CALHM4
ENSG00000198755,35468401,35470785,RPL10A
ENSG00000204344,31971091,31982821,STK19
ENSG00000153303,168053166,168101511,FRMD1
ENSG00000197498,110982015,111028263,RPF2
ENSG00000112337,25912754,25930726,SLC17A2
ENSG00000007866,35473597,35497079,TEAD3
ENSG00000204227,33208500,33212722,RING1
ENSG00000123545,96889315,96897891,NDUFAF4
ENSG00000244731,31982057,32002681,C4A
ENSG00000112763,26457904,26476621,BTN2A1
ENSG00000186231,96924620,97140754,KLHL32
ENSG00000231500,33272075,33276511,RPS18
ENSG00000137265,391752,411443,IRF4
ENSG00000223501,33250272,33272047,VPS52
ENSG00000204348,31969810,31972290,DXO
ENSG00000164484,130365734,130443063,TMEM200A
ENSG00000118526,133889138,133895553,TCF21
ENSG00000172594,122789049,122809720,SMPDL3A
ENSG00000112319,133240598,133532128,EYA4
ENSG00000204305,32180968,32184322,AGER
ENSG00000164488,168292830,168319777,DACT2
ENSG00000124557,26501221,26510422,BTN1A1
ENSG00000146352,122996235,123072925,CLVS2
ENSG00000182952,26538366,26546933,HMGN4
ENSG00000146085,49430360,49463253,MMUT
ENSG00000146109,26596953,26600739,ABT1
ENSG00000112394,111087503,111231194,SLC16A10
ENSG00000146263,97142161,97283217,MMS22L
ENSG00000181315,26634383,26659752,ZNF322
ENSG00000111832,116571409,116597675,RWDD1
ENSG00000173214,111259348,111271167,MFSD4B
ENSG00000204304,32184733,32190202,PBX2
ENSG00000135535,109366514,109382467,CD164
ENSG00000112041,35497874,35512896,TULP1
ENSG00000031691,49463370,49493107,CENPQ
ENSG00000096384,44246166,44253888,HSP90AB1
ENSG00000112343,25962802,25991231,TRIM38
ENSG00000146386,139028745,139043302,ABRACL
ENSG00000213654,32190766,32195523,GPSM3
ENSG00000204301,32194843,32224067,NOTCH4
ENSG00000186439,123216339,123637093,TRDN
ENSG00000137177,17759183,17987635,KIF13A
ENSG00000112406,139135080,139180802,HECA
ENSG00000164442,139371807,139374648,CITED2
ENSG00000111834,116616479,116632985,RSPH4A
ENSG00000203972,49499923,49528078,GLYATL3
ENSG00000153975,116635618,116668794,ZUP1
ENSG00000164440,139240061,139291998,TXLNB
ENSG00000197261,49550646,49561907,C6orf141
ENSG00000137343,30626842,30646823,ATAT1
ENSG00000256162,130827406,130837135,SMLR1
ENSG00000112232,61679961,62286225,KHDRBS2
ENSG00000124610,26017085,26017732,HIST1H1A
ENSG00000275714,26020490,26020900,HIST1H3A
ENSG00000278637,26021679,26021990,HIST1H4A
ENSG00000278705,26026815,26027252,HIST1H4B
ENSG00000286522,26031594,26032099,HIST1H3B
ENSG00000096060,35573585,35728583,FKBP5
ENSG00000278463,26033176,26033568,HIST1H2AB
ENSG00000276410,26043277,26043657,HIST1H2BB
ENSG00000124635,27125897,27132750,HIST1H2BJ
ENSG00000124493,34018645,34155622,GRM4
ENSG00000187475,26107419,26108136,HIST1H1T
ENSG00000187837,26055787,26056428,HIST1H1C
ENSG00000287080,26045411,26045869,HIST1H3C
ENSG00000010704,26087281,26098343,HFE
ENSG00000185250,109390215,109441171,PPIL6
ENSG00000196787,27133042,27135291,HIST1H2AG
ENSG00000276180,27138588,27139881,HIST1H4I
ENSG00000197903,27146418,27146798,HIST1H2BK
ENSG00000274997,27147129,27147515,HIST1H2AH
ENSG00000184486,98834592,98839470,POU3F2
ENSG00000135587,109440724,109443919,SMPD2
ENSG00000131015,149942014,149949235,ULBP2
ENSG00000111981,149963943,149973715,ULBP1
ENSG00000112562,168441151,168673445,SMOC2
ENSG00000112531,163414000,163578592,QKI
ENSG00000180596,26114873,26123926,HIST1H2BC
ENSG00000197061,26103876,26104310,HIST1H4C
ENSG00000180573,26124145,26139116,HIST1H2AC
ENSG00000112234,98868535,98948006,FBXL4
ENSG00000188580,123804141,124825657,NKAIN2
ENSG00000146373,124962545,125092633,RNF217
ENSG00000078269,157981863,158099176,SYNJ2
ENSG00000196911,116681187,116741866,KPNA5
ENSG00000157343,35737032,35749079,ARMC12
ENSG00000112077,49605158,49636884,RHAG
ENSG00000198225,63211446,63213024,FKBP1C
ENSG00000146166,63275951,63319977,LGSN
ENSG00000204290,32393963,32407128,BTNL2
ENSG00000204296,32288526,32371912,TSBP1
ENSG00000137309,34236873,34246231,HMGA1
ENSG00000285976,63572012,63583587,AL135905.2
ENSG00000112245,63521746,63583377,PTP4A1
ENSG00000155918,150018334,150025532,RAET1L
ENSG00000008018,170535120,170553307,PSMB1
ENSG00000186340,169215780,169254044,THBS2
ENSG00000112592,170554302,170572870,TBP
ENSG00000131019,150061053,150069121,ULBP3
ENSG00000111799,75084326,75206053,COL12A1
ENSG00000157593,44254096,44257890,SLC35B2
ENSG00000204619,30066709,30070333,PPP1R11
ENSG00000183807,116752197,116765719,FAM162B
ENSG00000204618,30070266,30075887,RNF39
ENSG00000198729,150143044,150250392,PPP1R14C
ENSG00000227057,33279108,33289247,WDR46
ENSG00000124784,7389793,7418037,RIOK1
ENSG00000204220,33289302,33298401,PFDN6
ENSG00000237441,33291654,33298942,RGL2
ENSG00000124702,43014103,43021298,KLHDC3
ENSG00000173612,116792085,116829037,GPRC6A
ENSG00000028839,133952170,133990432,TBPL1
ENSG00000112640,42984553,43012342,PPP2R5D
ENSG00000204616,30102897,30113090,TRIM31
ENSG00000186577,34246381,34249108,SMIM29
ENSG00000146411,133988697,134052636,SLC2A12
ENSG00000235863,33277132,33284832,B3GALT4
ENSG00000270800,34284887,34426071,RPS10-NUDT3
ENSG00000124614,34417454,34426069,RPS10
ENSG00000146232,44258166,44265788,NFKBIE
ENSG00000085377,105273220,105454062,PREP
ENSG00000272325,34279679,34392669,NUDT3
ENSG00000188996,655939,656963,HUS1B
ENSG00000112685,485154,693139,EXOC2
ENSG00000185002,116877212,116932161,RFX6
ENSG00000204564,30647039,30653210,C6orf136
ENSG00000124733,43011143,43016868,MEA1
ENSG00000124490,49692358,49713590,CRISP2
ENSG00000204560,30653119,30673006,DHX16
ENSG00000178233,44270466,44307506,TMEM151B
ENSG00000204614,30136124,30148735,TRIM40
ENSG00000146221,44278734,44297698,TCTE1
ENSG00000204613,30151943,30161211,TRIM10
ENSG00000124608,44298731,44313347,AARS2
ENSG00000249481,44342660,44377167,SPATS1
ENSG00000204610,30163206,30172693,TRIM15
ENSG00000272442,44273194,44378957,AL353588.1
ENSG00000112812,27247701,27256624,PRSS16
ENSG00000170950,49785651,49787307,PGK2
ENSG00000079819,130839347,131063322,EPB41L2
ENSG00000188107,63719980,65707225,EYS
ENSG00000096006,49727384,49744437,CRISP3
ENSG00000226979,31572054,31574324,LTA
ENSG00000112539,165279664,165309605,C6orf118
ENSG00000118482,63635820,63779336,PHF3
ENSG00000232810,31575565,31578336,TNF
ENSG00000009765,150368892,150405969,IYD
ENSG00000096696,7541617,7586714,DSP
ENSG00000227507,31580525,31582522,LTB
ENSG00000096401,44387706,44450425,CDC5L
ENSG00000057663,106045423,106325791,ATG5
ENSG00000234127,30184455,30213427,TRIM26
ENSG00000285733,169419969,169702047,AL031315.1
ENSG00000184465,169457212,169702067,WDR27
ENSG00000196284,44809317,45377953,SUPT3H
ENSG00000009413,111299028,111483715,REV3L
ENSG00000124813,45328157,45664349,RUNX2
ENSG00000111906,125219962,125302078,HDDC2
ENSG00000057657,105993463,106109939,PRDM1
ENSG00000196748,35776594,35779552,CLPSL2
ENSG00000111907,125119049,125264407,TPD52L1
ENSG00000153046,4706159,4955551,CDYL
ENSG00000168566,7590198,7611967,SNRNP48
ENSG00000170162,117265558,117273565,VGLL2
ENSG00000122335,158109519,158168280,SERAC1
ENSG00000071994,170575295,170584692,PDCD2
ENSG00000204140,35781019,35793675,CLPSL1
ENSG00000056972,111555381,111606906,TRAF3IP2
ENSG00000137392,35794982,35797344,CLPS
ENSG00000187566,18120440,18122687,NHLRC1
ENSG00000197753,35797206,35845397,LHFPL5
ENSG00000096063,35832966,35921342,SRPK1
ENSG00000137364,18128311,18155077,TPMT
ENSG00000204475,31588895,31593006,NCR3
ENSG00000096092,52671113,52686588,TMEM14A
ENSG00000152894,127968779,128520674,PTPRK
ENSG00000204482,31586124,31588909,LST1
ENSG00000248167,30328907,30346854,TRIM39-RPP21
ENSG00000241370,30345131,30346884,RPP21
ENSG00000204599,30326479,30343729,TRIM39
ENSG00000158553,27285903,27312170,POM121L2
ENSG00000124613,27374615,27403904,ZNF391
ENSG00000164379,1312098,1314758,FOXQ1
ENSG00000112365,109462594,109483237,ZBTB24
ENSG00000135596,109444062,109465968,MICAL1
ENSG00000137273,1389576,1395603,FOXF2
ENSG00000153162,7726099,7881728,BMP6
ENSG00000124795,18223860,18264548,DEK
ENSG00000124802,8073360,8102559,EEF1E1
ENSG00000272047,158168350,158199344,GTF2H5
ENSG00000188428,8013567,8064396,BLOC1S5
ENSG00000239264,7881517,7910814,TXNDC5
ENSG00000096654,27450743,27473118,ZNF184
ENSG00000259040,7881522,8064364,BLOC1S5-TXNDC5
ENSG00000265818,8015726,8102530,EEF1E1-BLOC1S5
ENSG00000165097,18155329,18223861,KDM1B
ENSG00000124787,4994732,5004063,RPP40
ENSG00000168298,26156354,26157107,HIST1H1E
ENSG00000112695,75237675,75250323,COX7A2
ENSG00000185130,27807444,27807931,HIST1H2BL
ENSG00000196747,27808199,27808701,HIST1H2AI
ENSG00000158373,26158146,26171349,HIST1H2BD
ENSG00000277224,26199520,26200715,HIST1H2BF
ENSG00000282988,26195595,26199293,AL031777.3
ENSG00000196866,26198851,26199243,HIST1H2AD
ENSG00000277157,26188765,26189076,HIST1H4D
ENSG00000197409,26196840,26197250,HIST1H3D
ENSG00000274290,26172059,26184655,HIST1H2BE
ENSG00000278828,27810064,27811300,HIST1H3H
ENSG00000054598,1609915,1613897,FOXC1
ENSG00000146112,30676389,30687895,PPP1R18
ENSG00000204287,32439878,32445046,HLA-DRA
ENSG00000124541,43021623,43034156,RRP36
ENSG00000124812,49834257,49877096,CRISP1
ENSG00000124507,34466061,34535229,PACSIN1
ENSG00000112541,165327287,165988078,PDE10A
ENSG00000198502,32517353,32530287,HLA-DRB5
ENSG00000164465,117453817,117569858,DCBLD1
ENSG00000214643,49946021,49950265,DEFB133
ENSG00000177684,49960249,49964105,DEFB114
ENSG00000214642,49968677,49969625,DEFB113
ENSG00000203970,50009138,50021981,DEFB110
ENSG00000047932,117560269,117602542,GOPC
ENSG00000124664,34537802,34556333,SPDEF
ENSG00000180872,50042144,50049874,DEFB112
ENSG00000047936,117288300,117425855,ROS1
ENSG00000196821,34587288,34696859,ILRUN
ENSG00000275126,27873199,27873510,HIST1H4L
ENSG00000276368,27814354,27814740,HIST1H2AJ
ENSG00000184357,27866849,27867529,HIST1H1B
ENSG00000273542,27831216,27831527,HIST1H4K
ENSG00000197238,27824108,27824480,HIST1H4J
ENSG00000275379,27871905,27872315,HIST1H3I
ENSG00000204472,31615217,31617021,AIF1
ENSG00000276903,27865355,27865747,HIST1H2AL
ENSG00000278677,27892757,27893149,HIST1H2AM
ENSG00000197153,27890382,27893106,HIST1H3J
ENSG00000233822,27837760,27865798,HIST1H2BN
ENSG00000196126,32578769,32589848,HLA-DRB1
ENSG00000273703,27815044,27815424,HIST1H2BM
ENSG00000275221,27837947,27838339,HIST1H2AK
ENSG00000282218,117318211,117573571,AL132671.2
ENSG00000008197,50713828,50772988,TFAP2D
ENSG00000274641,27893463,27893843,HIST1H2BO
ENSG00000196735,32628179,32647062,HLA-DQA1
ENSG00000112651,43054029,43059438,MRPL2
ENSG00000276966,26204552,26206038,HIST1H4E
ENSG00000273802,26215159,26216692,HIST1H2BG
ENSG00000277075,26216975,26217483,HIST1H2AE
ENSG00000137171,43040777,43075095,KLC4
ENSG00000274750,26224199,26227473,HIST1H3E
ENSG00000168131,27911185,27912396,OR2B2
ENSG00000124575,26234268,26234933,HIST1H1D
ENSG00000124562,34757505,34773857,SNRPC
ENSG00000274618,26240426,26240737,HIST1H4F
ENSG00000275663,26246681,26246977,HIST1H4G
ENSG00000277775,26250195,26250605,HIST1H3F
ENSG00000275713,26251651,26253710,HIST1H2BH
ENSG00000124657,27957241,27958182,OR2B6
ENSG00000273983,26269405,26271815,HIST1H3G
ENSG00000112297,106360808,106571978,CRYBG1
ENSG00000130347,106571971,106629487,RTN4IP1
ENSG00000185127,169702190,169704856,C6orf120
ENSG00000130024,169703902,169725566,PHF10
ENSG00000044090,43037617,43053945,CUL7
ENSG00000112697,75252924,75284948,TMEM30A
ENSG00000196812,28124609,28130082,ZSCAN16
ENSG00000278588,26272976,26273356,HIST1H2BI
ENSG00000158406,26277609,26285638,HIST1H4H
ENSG00000197279,28080568,28089563,ZNF165
ENSG00000008196,50818723,50847619,TFAP2B
ENSG00000112699,1623806,2245605,GMDS
ENSG00000065060,34792015,34883138,UHRF1BP1
ENSG00000064995,34877462,34888089,TAF11
ENSG00000179344,32659467,32668383,HLA-DQB1
ENSG00000155085,109492856,109691217,AK9
ENSG00000205085,128672288,128687872,FAM71F2
ENSG00000161057,103344254,103369395,PSMC2
ENSG00000105819,103297435,103329511,PMPCB
ENSG00000075213,83955777,84492724,SEMA3A
ENSG00000105821,103312289,103344830,DNAJC2
ENSG00000170615,103352730,103446177,SLC26A5
ENSG00000153993,84995553,85186855,SEMA3D
ENSG00000135248,128709061,128731743,FAM71F1
ENSG00000198822,86643914,86864884,GRM3
ENSG00000196453,149431363,149461062,ZNF777
ENSG00000128595,128739292,128773400,CALU
ENSG00000181220,149472696,149497817,ZNF746
ENSG00000128617,128772491,128775790,OPN1SW
ENSG00000166924,100483927,100494802,NYAP1
ENSG00000106351,100539203,100568220,AGFG2
ENSG00000133619,149714781,149734575,KRBA1
ENSG00000164659,86876906,87059654,KIAA1324L
ENSG00000106333,100602363,100608175,PCOLCE
ENSG00000205307,100572228,100573900,SAP25
